sample_id,fruit_id,split,seq_len,session_id,start_index,start_timestamp,end_timestamp,target_rul_hours,image_paths,temperature_seq,humidity_seq,temp_missing_seq,humidity_missing_seq,gap_hours_max,gap_hours_mean,elapsed_hours_end
F02_s02_0010,F02,train,8,2,10,2026-03-20 18:30:00,2026-03-20 19:23:00,48.61,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-30-30_frame-73_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-38-30_frame-74_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-45-31_frame-75_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-53-31_frame-76_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-00-31_frame-77_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png')","(24.0, 21.200000762939453, 21.899999618530273, 21.899999618530273, 24.200000762939453, 23.0, 20.600000381469727, 20.100000381469727)","(65.0, 67.0, 65.0, 62.0, 61.0, 70.0, 70.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,54.95
F02_s02_0011,F02,train,8,2,11,2026-03-20 18:38:00,2026-03-20 19:30:00,48.49,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-38-30_frame-74_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-45-31_frame-75_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-53-31_frame-76_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-00-31_frame-77_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png')","(21.200000762939453, 21.899999618530273, 21.899999618530273, 24.200000762939453, 23.0, 20.600000381469727, 20.100000381469727, 22.200000762939453)","(67.0, 65.0, 62.0, 61.0, 70.0, 70.0, 61.0, 60.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,55.06666666666667
F02_s02_0012,F02,train,8,2,12,2026-03-20 18:45:00,2026-03-20 19:38:00,48.36,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-45-31_frame-75_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-53-31_frame-76_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-00-31_frame-77_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png')","(21.899999618530273, 21.899999618530273, 24.200000762939453, 23.0, 20.600000381469727, 20.100000381469727, 22.200000762939453, 20.700000762939453)","(65.0, 62.0, 61.0, 70.0, 70.0, 61.0, 60.0, 65.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,55.2
F02_s02_0013,F02,train,8,2,13,2026-03-20 18:53:00,2026-03-20 19:45:00,48.24,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_18-53-31_frame-76_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-00-31_frame-77_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png')","(21.899999618530273, 24.200000762939453, 23.0, 20.600000381469727, 20.100000381469727, 22.200000762939453, 20.700000762939453, 22.399999618530273)","(62.0, 61.0, 70.0, 70.0, 61.0, 60.0, 65.0, 70.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,55.31666666666667
F02_s02_0014,F02,train,8,2,14,2026-03-20 19:00:00,2026-03-20 19:53:00,48.11,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-00-31_frame-77_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png')","(24.200000762939453, 23.0, 20.600000381469727, 20.100000381469727, 22.200000762939453, 20.700000762939453, 22.399999618530273, 24.0)","(61.0, 70.0, 70.0, 61.0, 60.0, 65.0, 70.0, 66.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.125,55.45
F02_s02_0015,F02,train,8,2,15,2026-03-20 19:08:00,2026-03-20 20:00:00,47.99,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-08-31_frame-78_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png')","(23.0, 20.600000381469727, 20.100000381469727, 22.200000762939453, 20.700000762939453, 22.399999618530273, 24.0, 24.399999618530273)","(70.0, 70.0, 61.0, 60.0, 65.0, 70.0, 66.0, 61.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.11041666567325592,55.56666666666667
F02_s02_0016,F02,train,8,2,16,2026-03-20 19:15:00,2026-03-20 20:00:00,48.0,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-15-31_frame-79_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png')","(20.600000381469727, 20.100000381469727, 22.200000762939453, 20.700000762939453, 22.399999618530273, 24.0, 24.399999618530273, 24.600000381469727)","(70.0, 61.0, 60.0, 65.0, 70.0, 66.0, 61.0, 70.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.10833333432674408,55.56666666666667
F02_s02_0017,F02,train,8,2,17,2026-03-20 19:23:00,2026-03-20 20:08:00,47.87,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-23-31_frame-80_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png')","(20.100000381469727, 22.200000762939453, 20.700000762939453, 22.399999618530273, 24.0, 24.399999618530273, 24.600000381469727, 20.700000762939453)","(61.0, 60.0, 65.0, 70.0, 66.0, 61.0, 70.0, 67.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.11041666567325592,55.7
F02_s02_0018,F02,train,8,2,18,2026-03-20 19:30:00,2026-03-20 20:08:00,47.86,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-30-31_frame-81_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png')","(22.200000762939453, 20.700000762939453, 22.399999618530273, 24.0, 24.399999618530273, 24.600000381469727, 20.700000762939453, 22.799999237060547)","(60.0, 65.0, 70.0, 66.0, 61.0, 70.0, 67.0, 64.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.09375,55.7
F02_s02_0019,F02,train,8,2,19,2026-03-20 19:38:00,2026-03-20 20:15:00,47.75,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-38-31_frame-82_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png')","(20.700000762939453, 22.399999618530273, 24.0, 24.399999618530273, 24.600000381469727, 20.700000762939453, 22.799999237060547, 23.100000381469727)","(65.0, 70.0, 66.0, 61.0, 70.0, 67.0, 64.0, 62.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.09375,55.81666666666667
F02_s02_0020,F02,train,8,2,20,2026-03-20 19:45:00,2026-03-20 20:23:00,47.62,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-45-31_frame-83_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-23-06_frame-4_F02.png')","(22.399999618530273, 24.0, 24.399999618530273, 24.600000381469727, 20.700000762939453, 22.799999237060547, 23.100000381469727, 24.0)","(70.0, 66.0, 61.0, 70.0, 67.0, 64.0, 62.0, 66.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.09375,55.95
F02_s02_0021,F02,train,8,2,21,2026-03-20 19:53:00,2026-03-20 20:30:00,47.5,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_19-53-31_frame-84_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-23-06_frame-4_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-30-07_frame-5_F02.png')","(24.0, 24.399999618530273, 24.600000381469727, 20.700000762939453, 22.799999237060547, 23.100000381469727, 24.0, 21.100000381469727)","(66.0, 61.0, 70.0, 67.0, 64.0, 62.0, 66.0, 62.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.09375,56.06666666666667
F02_s02_0022,F02,train,8,2,22,2026-03-20 20:00:00,2026-03-20 20:38:00,47.37,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-31_frame-85_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-23-06_frame-4_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-30-07_frame-5_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-38-07_frame-6_F02.png')","(24.399999618530273, 24.600000381469727, 20.700000762939453, 22.799999237060547, 23.100000381469727, 24.0, 21.100000381469727, 22.299999237060547)","(61.0, 70.0, 67.0, 64.0, 62.0, 66.0, 62.0, 66.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.09375,56.2
F02_s02_0023,F02,train,8,2,23,2026-03-20 20:00:00,2026-03-20 20:45:00,47.25,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-00-06_frame-1_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-23-06_frame-4_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-30-07_frame-5_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-38-07_frame-6_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-45-07_frame-7_F02.png')","(24.600000381469727, 20.700000762939453, 22.799999237060547, 23.100000381469727, 24.0, 21.100000381469727, 22.299999237060547, 24.100000381469727)","(70.0, 67.0, 64.0, 62.0, 66.0, 62.0, 66.0, 64.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.10833333432674408,56.31666666666667
F02_s02_0024,F02,train,8,2,24,2026-03-20 20:08:00,2026-03-20 20:53:00,47.12,"('C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-06_frame-2_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-08-31_frame-86_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-15-06_frame-3_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-23-06_frame-4_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-30-07_frame-5_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-38-07_frame-6_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-45-07_frame-7_F02.png', 'C:\\Users\\admin\\Desktop\\Strawberry-RUL-prediction\\data\\03_split\\strawberry\\train\\images\\F02\\2026-03-20_20-53-07_frame-8_F02.png')","(20.700000762939453, 22.799999237060547, 23.100000381469727, 24.0, 21.100000381469727, 22.299999237060547, 24.100000381469727, 22.5)","(67.0, 64.0, 62.0, 66.0, 62.0, 66.0, 64.0, 67.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.13333334028720856,0.11041666567325592,56.45
