experiment_id,fruit_type,fruit_id,roi_id,image_path,raw_path,timestamp,eol_timestamp,rul_hours,temperature_c,humidity_pct,firmness_avg,firmness_available,valid_frame,exclude_reason,eol_basis,label_status
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_15-41-29_frame-14_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-14_15-41-29_F01.png,2026-03-18 15:41:29,2026-03-26 08:00:06,184.31,21.8,56.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_15-56-29_frame-15_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-15_15-56-29_F01.png,2026-03-18 15:56:29,2026-03-26 08:00:06,184.06,21.5,56.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_16-11-29_frame-16_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-16_16-11-29_F01.png,2026-03-18 16:11:29,2026-03-26 08:00:06,183.81,22.9,63.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_16-26-30_frame-17_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-17_16-26-30_F01.png,2026-03-18 16:26:30,2026-03-26 08:00:06,183.56,21.5,63.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_16-41-30_frame-18_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-18_16-41-30_F01.png,2026-03-18 16:41:30,2026-03-26 08:00:06,183.31,22.9,59.9,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_16-56-30_frame-19_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-19_16-56-30_F01.png,2026-03-18 16:56:30,2026-03-26 08:00:06,183.06,22.7,57.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_17-11-30_frame-20_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-20_17-11-30_F01.png,2026-03-18 17:11:30,2026-03-26 08:00:06,182.81,22.2,64.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_17-26-30_frame-21_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-21_17-26-30_F01.png,2026-03-18 17:26:30,2026-03-26 08:00:06,182.56,21.6,64.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_17-41-30_frame-22_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-22_17-41-30_F01.png,2026-03-18 17:41:30,2026-03-26 08:00:06,182.31,21.4,55.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_17-56-30_frame-23_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-23_17-56-30_F01.png,2026-03-18 17:56:30,2026-03-26 08:00:06,182.06,22.1,55.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_18-11-30_frame-24_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-24_18-11-30_F01.png,2026-03-18 18:11:30,2026-03-26 08:00:06,181.81,21.8,57.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_18-26-30_frame-25_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-25_18-26-30_F01.png,2026-03-18 18:26:30,2026-03-26 08:00:06,181.56,21.7,62.2,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_18-41-31_frame-26_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-26_18-41-31_F01.png,2026-03-18 18:41:31,2026-03-26 08:00:06,181.31,22.3,62.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_18-56-31_frame-27_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-27_18-56-31_F01.png,2026-03-18 18:56:31,2026-03-26 08:00:06,181.06,21.1,61.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_19-11-31_frame-28_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-28_19-11-31_F01.png,2026-03-18 19:11:31,2026-03-26 08:00:06,180.81,22.3,56.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_19-26-31_frame-29_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-29_19-26-31_F01.png,2026-03-18 19:26:31,2026-03-26 08:00:06,180.56,21.2,61.3,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_19-41-31_frame-30_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-30_19-41-31_F01.png,2026-03-18 19:41:31,2026-03-26 08:00:06,180.31,21.0,62.9,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-18_19-56-31_frame-31_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F01\frame-31_19-56-31_F01.png,2026-03-18 19:56:31,2026-03-26 08:00:06,180.06,22.5,60.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_08-00-06_frame-1_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-1_08-00-06_F01.png,2026-03-19 08:00:06,2026-03-26 08:00:06,168.0,21.8,58.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_08-15-07_frame-2_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-2_08-15-07_F01.png,2026-03-19 08:15:07,2026-03-26 08:00:06,167.75,21.2,56.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_08-30-07_frame-3_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-3_08-30-07_F01.png,2026-03-19 08:30:07,2026-03-26 08:00:06,167.5,22.4,59.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_08-45-07_frame-4_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-4_08-45-07_F01.png,2026-03-19 08:45:07,2026-03-26 08:00:06,167.25,22.6,63.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_09-00-07_frame-5_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-5_09-00-07_F01.png,2026-03-19 09:00:07,2026-03-26 08:00:06,167.0,22.9,64.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_09-15-07_frame-6_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-6_09-15-07_F01.png,2026-03-19 09:15:07,2026-03-26 08:00:06,166.75,21.2,57.2,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_09-30-07_frame-7_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-7_09-30-07_F01.png,2026-03-19 09:30:07,2026-03-26 08:00:06,166.5,22.4,55.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_09-45-07_frame-8_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-8_09-45-07_F01.png,2026-03-19 09:45:07,2026-03-26 08:00:06,166.25,21.3,64.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_10-00-08_frame-9_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-9_10-00-08_F01.png,2026-03-19 10:00:08,2026-03-26 08:00:06,166.0,21.2,64.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_10-15-08_frame-10_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-10_10-15-08_F01.png,2026-03-19 10:15:08,2026-03-26 08:00:06,165.75,22.4,60.3,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_10-30-08_frame-11_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-11_10-30-08_F01.png,2026-03-19 10:30:08,2026-03-26 08:00:06,165.5,22.0,59.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_10-45-08_frame-12_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-12_10-45-08_F01.png,2026-03-19 10:45:08,2026-03-26 08:00:06,165.25,21.2,63.9,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_11-00-08_frame-13_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-13_11-00-08_F01.png,2026-03-19 11:00:08,2026-03-26 08:00:06,165.0,21.8,57.2,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_11-15-08_frame-14_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-14_11-15-08_F01.png,2026-03-19 11:15:08,2026-03-26 08:00:06,164.75,22.6,56.9,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_11-30-08_frame-15_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-15_11-30-08_F01.png,2026-03-19 11:30:08,2026-03-26 08:00:06,164.5,22.6,61.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_11-45-08_frame-16_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-16_11-45-08_F01.png,2026-03-19 11:45:08,2026-03-26 08:00:06,164.25,21.3,55.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_12-00-08_frame-17_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-17_12-00-08_F01.png,2026-03-19 12:00:08,2026-03-26 08:00:06,164.0,22.0,60.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_12-15-09_frame-18_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-18_12-15-09_F01.png,2026-03-19 12:15:09,2026-03-26 08:00:06,163.75,22.1,58.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_12-30-09_frame-19_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-19_12-30-09_F01.png,2026-03-19 12:30:09,2026-03-26 08:00:06,163.5,22.6,64.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_12-45-09_frame-20_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-20_12-45-09_F01.png,2026-03-19 12:45:09,2026-03-26 08:00:06,163.25,21.3,60.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_13-00-09_frame-21_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-21_13-00-09_F01.png,2026-03-19 13:00:09,2026-03-26 08:00:06,163.0,21.3,64.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_13-15-09_frame-22_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-22_13-15-09_F01.png,2026-03-19 13:15:09,2026-03-26 08:00:06,162.75,21.3,59.4,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_13-30-09_frame-23_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-23_13-30-09_F01.png,2026-03-19 13:30:09,2026-03-26 08:00:06,162.5,21.0,59.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_13-45-09_frame-24_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-24_13-45-09_F01.png,2026-03-19 13:45:09,2026-03-26 08:00:06,162.25,22.6,57.4,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_14-00-09_frame-25_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-25_14-00-09_F01.png,2026-03-19 14:00:09,2026-03-26 08:00:06,162.0,22.0,59.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_14-15-10_frame-26_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-26_14-15-10_F01.png,2026-03-19 14:15:10,2026-03-26 08:00:06,161.75,21.7,58.3,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_14-30-10_frame-27_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-27_14-30-10_F01.png,2026-03-19 14:30:10,2026-03-26 08:00:06,161.5,22.1,58.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_14-45-10_frame-28_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-28_14-45-10_F01.png,2026-03-19 14:45:10,2026-03-26 08:00:06,161.25,22.4,58.1,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_15-00-10_frame-29_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-29_15-00-10_F01.png,2026-03-19 15:00:10,2026-03-26 08:00:06,161.0,22.8,62.4,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_15-15-10_frame-30_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-30_15-15-10_F01.png,2026-03-19 15:15:10,2026-03-26 08:00:06,160.75,21.3,59.2,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_15-30-10_frame-31_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-31_15-30-10_F01.png,2026-03-19 15:30:10,2026-03-26 08:00:06,160.5,22.9,59.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_15-45-10_frame-32_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-32_15-45-10_F01.png,2026-03-19 15:45:10,2026-03-26 08:00:06,160.25,21.0,60.4,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_16-00-11_frame-33_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-33_16-00-11_F01.png,2026-03-19 16:00:11,2026-03-26 08:00:06,160.0,22.7,64.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_16-15-11_frame-34_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-34_16-15-11_F01.png,2026-03-19 16:15:11,2026-03-26 08:00:06,159.75,22.5,62.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_16-30-11_frame-35_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-35_16-30-11_F01.png,2026-03-19 16:30:11,2026-03-26 08:00:06,159.5,21.7,61.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_16-45-11_frame-36_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-36_16-45-11_F01.png,2026-03-19 16:45:11,2026-03-26 08:00:06,159.25,22.2,60.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_17-00-11_frame-37_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-37_17-00-11_F01.png,2026-03-19 17:00:11,2026-03-26 08:00:06,159.0,22.3,56.5,,False,True,,manual,approved
RUL_FINAL,strawberry,F01,F01,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F01\2026-03-19_17-15-11_frame-38_F01.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_19-03-2026\F01\frame-38_17-15-11_F01.png,2026-03-19 17:15:11,2026-03-26 08:00:06,158.75,21.5,55.3,,False,True,,manual,approved
